 #Reference     Predicted       Error     structure_no 
  -0.00172900    0.01558149    0.01731049            36
   0.00566200    0.22406734    0.21840534            36
   0.00027100    0.24602104    0.24575004            36
  -0.00072100   -0.01759496    0.01687396            36
  -0.00103800    0.41656714    0.41760514            36
  -0.00277900    0.10733517    0.11011417            36
  -0.00016100   -0.16001777    0.15985677            36
  -0.00640000    0.20199423    0.20839423            36
   0.00789300    0.12445969    0.11656669            36
  -0.00458400    0.25203591    0.25661991            36
   0.00450100    0.07901357    0.07451257            36
   0.00456300    0.22638771    0.22182471            36
  -0.00361500    0.10530822    0.10892322            36
   0.00617300   -0.39349727    0.39967027            36
  -0.00411700   -0.15878747    0.15467047            36
  -0.00527400    0.05715951    0.06243351            36
   0.00373800    0.33883419    0.33509619            36
  -0.00274100   -0.18513880    0.18239780            36
   0.00507200   -0.35991531    0.36498731            36
  -0.00107200    0.07298371    0.07405571            36
   0.00368100    0.41941223    0.41573123            36
  -0.00407800    0.09920112    0.10327912            36
  -0.00513200    0.23751578    0.24264778            36
   0.00620900    0.02262319    0.01641419            36
   0.00181800   -0.21182485    0.21364285            36
  -0.01707900   -0.20667689    0.18959789            36
  -0.00386100   -0.37860220    0.37474120            36
  -0.00115400    0.11251456    0.11366856            36
  -0.00974000   -0.22245534    0.21271534            36
  -0.01778100   -0.25350790    0.23572690            36
   0.01541300   -1.19972002    1.21513302            36
  -0.00135900   -0.94561043    0.94425143            36
   0.00074200   -0.16875177    0.16949377            36
   0.00308900   -0.18095105    0.18404005            36
  -0.00478600    0.51604824    0.52083424            36
  -0.00071300   -0.07598797    0.07527497            36
   0.00410500    1.30164464    1.29753964            36
  -0.00135400   -0.26724664    0.26589264            36
  -0.00691600    0.23508431    0.24200031            36
   0.00256100   -1.28723360    1.28979460            36
  -0.00157700   -0.41706069    0.41548369            36
   0.00812800   -0.43404202    0.44217002            36
   0.00423500    1.24107384    1.23683884            36
   0.00926700   -0.32933998    0.33860698            36
  -0.00628300   17.66549793   17.67178093            36
   0.00212200    0.70389333    0.70177133            36
   0.00137000    1.03057170    1.02920170            36
   0.00214500    0.70559457    0.70344957            36
  -0.00299100   -0.40355748    0.40056648            36
  -0.00140300    0.43355585    0.43495885            36
   0.01113200    0.72497642    0.71384442            36
   0.00416100   -0.28847971    0.29264071            36
  -0.00023000   -0.04033705    0.04010705            36
   0.00023900   -0.64868539    0.64892439            36
  -0.00270600    0.03904451    0.04175051            36
   0.00117800   -0.26074751    0.26192551            36
   0.00101600    0.05675864    0.05574264            36
   0.00140100    0.29818074    0.29677974            36
  -0.00057100    0.43282230    0.43339330            36
   0.00122300   -0.69048830    0.69171130            36
   0.00122900    0.06751165    0.06628265            36
   0.00211000   -0.27683642    0.27894642            36
   0.00703400   -2.70039893    2.70743293            36
   0.00048100    0.22556183    0.22508083            36
  -0.02369100    5.21843537    5.24212637            36
  -0.00452700    0.12364977    0.12817677            36
   0.00439500    0.12320024    0.11880524            36
  -0.00356900    0.68179973    0.68536873            36
   0.00286800   -0.36267947    0.36554747            36
  -0.00189500    0.39036531    0.39226031            36
   0.00754600   -0.64501696    0.65256296            36
   0.01438500    3.09011256    3.07572756            36
  -0.00902500    0.22576178    0.23478678            36
  -0.00179900    7.50878163    7.51058063            36
  -0.00416900   -4.16014061    4.15597161            36
   0.00168500    0.10991924    0.10823424            36
  -0.00323900   -8.09034323    8.08710423            36
  -0.00015700    0.20130678    0.20146378            36
   0.00208300    0.09695718    0.09487418            36
   0.00111700   -0.10349715    0.10461415            36
  -0.01166600   -0.60024640    0.58858040            36
  -0.00677000    1.05012338    1.05689338            36
   0.00320200    0.30915148    0.30594948            36
  -0.00033800    0.15331594    0.15365394            36
   0.00654300    1.12442840    1.11788540            36
  -0.00036400   -0.85553111    0.85516711            36
   0.00350200    9.13135308    9.12785108            36
  -0.00380700    0.04434850    0.04815550            36
  -0.00513700    0.46721062    0.47234762            36
   0.00956400    0.60147227    0.59190827            36
  -0.02215200    0.11901027    0.14116227            36
  -0.10983400   -0.26924821    0.15941421            36
  -0.00444800    0.08038657    0.08483457            36
   0.01040700    0.05350282    0.04309582            36
  -0.00763000   -0.46040114    0.45277114            36
  -0.00304900   -0.18851222    0.18546322            36
  -0.00182600   -0.35460533    0.35277933            36
   0.00038100    0.15314766    0.15276666            36
   0.05140900    0.26048148    0.20907248            36
  -0.03226600    0.23518845    0.26745445            36
   0.00255400   -1.03560601    1.03816001            36
  -0.00787800  -10.05137616   10.04349816            36
   0.00101200    0.27003196    0.26901996            36
  -0.00245800   -0.40424356    0.40178556            36
   0.00171800    0.55537178    0.55365378            36
  -0.00826600   -1.22545519    1.21718919            36
   0.00140400    1.05900225    1.05759825            36
  -0.00675000   -7.33103497    7.32428497            36
   0.00287400    0.12520388    0.12232988            36
   0.00451100   -0.05261779    0.05712879            36
   0.00202700   -0.24062878    0.24265578            36
  -0.00050800    0.41583621    0.41634421            36
  -0.00514700    0.42464914    0.42979614            36
  -0.00312900    3.96104752    3.96417652            36
  -0.00459000    0.15262378    0.15721378            36
   0.00833300    6.63113952    6.62280652            36
   0.00346900   -0.14948305    0.15295205            36
   0.04739900    0.02697422    0.02042478            36
   0.02504200    0.32064703    0.29560503            36
  -0.00150000    0.25741557    0.25891557            36
   0.01309500   -0.24373415    0.25682915            36
  -0.00505000    0.11645945    0.12150945            36
  -0.00470500   -1.00039945    0.99569445            36
   0.00004900   -0.01538454    0.01543354            36
   0.00162800   -0.58099691    0.58262491            36
   0.02959500    0.04794263    0.01834763            36
  -0.01522000    0.14153817    0.15675817            36
   0.05825300    0.07827550    0.02002250            36
  -0.00599900    0.83320818    0.83920718            36
   0.00210600   -0.19117620    0.19328220            36
  -0.00019300    0.59246426    0.59265726            36
   0.00520200    0.72345683    0.71825483            36
  -0.00916400   -0.29392920    0.28476520            36
   0.00071100   -0.10950617    0.11021717            36
   0.00742900   -0.21167414    0.21910314            36
   0.00184500   -0.04820249    0.05004749            36
  -0.00970000   -0.05102326    0.04132326            36
   0.00056800    0.27572134    0.27515334            36
   0.00088900   -0.18693123    0.18782023            36
   0.00371200    0.62398292    0.62027092            36
   0.00212500    0.29867153    0.29654653            36
  -0.00057100    0.09325706    0.09382806            36
   0.00588000   -1.28002832    1.28590832            36
  -0.03120600    0.74221882    0.77342482            36
  -0.00333200    0.00902235    0.01235435            36
   0.01857100    0.25609020    0.23751920            36
  -0.00128300    0.10844351    0.10972651            36
   0.00698000    0.02439670    0.01741670            36
   0.00090200    0.82963263    0.82873063            36
   0.00023700   -0.54936651    0.54960351            36
   0.00121300    0.13369781    0.13248481            36
   0.01280000   -0.78452690    0.79732690            36
   0.01661300   -0.31935457    0.33596757            36
  -0.00575300    0.12858739    0.13434039            36
   0.03646500    0.42255582    0.38609082            36
  -0.00442600   -4.26920789    4.26478189            36
   0.00683000    0.08148499    0.07465499            36
  -0.00139200   -8.15608526    8.15469326            36
   0.00196800    0.11819921    0.11623121            36
   0.00429900    0.08007744    0.07577844            36
   0.00574500    0.01616473    0.01041973            36
  -0.00855000   -0.78545701    0.77690701            36
   0.01119700    1.16061780    1.14942080            36
  -0.00179400    0.19105085    0.19284485            36
  -0.00220500    0.93405971    0.93626471            36
   0.00406800   -1.18322093    1.18728893            36
  -0.00327000   -0.40890760    0.40563760            36
   0.00231900   -0.30131132    0.30363032            36
   0.00884800    1.05601484    1.04716684            36
